test group,converted,total ads,most ads day,most ads hour
0,False,0.666667,5,0.818182
0,False,0.566667,6,0.5
0,False,0.766667,4,0.363636
0,False,0.1,5,0.818182
1,False,0.016667,5,0.818182
0,False,0.816667,5,0.863636
0,False,0.866667,4,0.681818
0,False,0.616667,0,0.590909
0,False,0.483333,5,0.818182
1,False,0.0,5,0.818182
0,False,0.0,5,0.818182
0,False,0.666667,5,0.818182
0,False,0.366667,5,1.0
0,False,0.8,3,0.545455
0,False,0.2,5,0.863636
0,False,0.55,5,0.818182
0,False,0.05,5,0.818182
1,False,0.95,6,0.772727
